t_s,t_capture,in_J4_deg,filt_J4_deg,target_J4_deg,cmd_J4_deg,act_J4_deg,ratelim_J4,rangeclamp_J4,halted_J4
0.822069,1788213279.427983,-4.8333,-1.8571,-1.8571,-1.8539,-0.6858,1,0,0
0.838159,1788213279.442980,-5.2547,-2.1547,-2.1547,-2.1547,-0.8242,0,0,0
0.853258,1788213279.459474,-5.4166,-2.4664,-2.4664,-2.4664,-0.9535,0,0,0
0.868942,1788213279.474149,-5.4902,-2.7263,-2.7263,-2.7263,-1.1206,0,0,0
0.885741,1788213279.488842,-4.6079,-2.8881,-2.8881,-2.8881,-1.3083,0,0,0
0.900978,1788213279.505641,-5.2674,-3.1192,-3.1192,-3.1192,-1.4859,0,0,0
0.915273,1788213279.520878,-5.0450,-3.2904,-3.2904,-3.2904,-1.6972,0,0,0
0.931159,1788213279.535173,-5.2289,-3.4529,-3.4529,-3.4529,-1.8869,0,0,0
0.946431,1788213279.552004,-0.7464,-3.1905,-3.1905,-3.1905,-2.1050,0,0,0
0.961584,1788213279.566331,-0.7860,-2.9897,-2.9897,-2.9897,-2.2927,0,0,0
0.977376,1788213279.582546,-0.7784,-2.7835,-2.7835,-2.7835,-2.4587,0,0,0
0.992550,1788213279.597276,-0.7728,-2.6121,-2.6121,-2.6121,-2.6067,0,0,0
1.008157,1788213279.612450,-4.5372,-2.7808,-2.7808,-2.7808,-2.7063,0,0,0
1.023506,1788213279.628057,-0.8456,-2.6071,-2.6071,-2.6071,-2.7585,0,0,0
1.039261,1788213279.643406,-5.0992,-2.8277,-2.8277,-2.8277,-2.7948,0,0,0
1.054193,1788213279.659770,-0.8363,-2.6412,-2.6412,-2.6412,-2.8074,0,0,0
1.069754,1788213279.674093,-4.6347,-2.8067,-2.8067,-2.8067,-2.8147,0,0,0
1.085641,1788213279.689654,-5.4453,-3.0433,-3.0433,-3.0433,-2.8121,0,0,0
1.102601,1788213279.705541,-0.9233,-2.8500,-2.8500,-2.8500,-2.8124,0,0,0
1.116750,1788213279.721343,-1.0296,-2.6850,-2.6850,-2.6850,-2.8214,0,0,0
1.131876,1788213279.737663,-4.8904,-2.8910,-2.8910,-2.8910,-2.8277,0,0,0
1.147501,1788213279.751776,-1.2164,-2.7542,-2.7542,-2.7542,-2.8263,0,0,0
1.162186,1788213279.766405,-1.2943,-2.6311,-2.6311,-2.6311,-2.8269,0,0,0
1.178216,1788213279.782086,-1.2984,-2.5115,-2.5115,-2.5115,-2.8235,0,0,0
1.193726,1788213279.798116,-1.3770,-2.4077,-2.4077,-2.4077,-2.8102,0,0,0
1.209378,1788213279.814620,-4.7790,-2.6308,-2.6308,-2.6308,-2.7882,0,0,0
1.224875,1788213279.829278,-3.8107,-2.7305,-2.7305,-2.7305,-2.7521,0,0,0
1.233063,1788213279.844775,-1.7368,-2.6422,-2.6422,-2.6422,-2.7348,0,0,0
1.240629,1788213279.860529,-1.7658,-2.5632,-2.5632,-2.5632,-2.7240,0,0,0
1.255962,1788213279.860529,-2.9056,-2.5796,-2.5796,-2.5796,-2.6993,0,0,0
1.263998,1788213279.875862,-3.0710,-2.6229,-2.6229,-2.6229,-2.6876,0,0,0
1.272006,1788213279.890913,-2.9980,-2.6553,-2.6553,-2.6553,-2.6765,0,0,0
1.287134,1788213279.890913,-2.9980,-2.6717,-2.6717,-2.6717,-2.6605,0,0,0
1.294668,1788213279.907034,-1.9399,-2.6044,-2.6044,-2.6044,-2.6553,0,0,0
1.303208,1788213279.907034,-1.9399,-2.5726,-2.5726,-2.5726,-2.6498,0,0,0
1.310226,1788213279.922100,-2.6982,-2.5834,-2.5834,-2.5834,-2.6455,0,0,0
1.319265,1788213279.938155,-1.8671,-2.5178,-2.5178,-2.5178,-2.6413,0,0,0
1.327232,1788213279.939165,-2.6030,-2.5183,-2.5183,-2.5183,-2.6369,0,0,0
1.334757,1788213279.953655,-1.9006,-2.4667,-2.4667,-2.4667,-2.6322,0,0,0
1.349093,1788213279.955667,-2.0048,-2.4610,-2.4610,-2.4610,-2.6218,0,0,0
1.357834,1788213279.968993,-2.0658,-2.4304,-2.4304,-2.4304,-2.6142,0,0,0
1.365885,1788213279.984784,-2.1061,-2.4011,-2.4011,-2.4011,-2.6056,0,0,0
1.373407,1788213279.985785,-2.0103,-2.3987,-2.3987,-2.3987,-2.5958,0,0,0
1.381539,1788213280.000430,-2.1627,-2.3788,-2.3788,-2.3788,-2.5877,0,0,0
1.389145,1788213280.001439,-1.5356,-2.3734,-2.3734,-2.3734,-2.5760,0,0,0
1.397705,1788213280.015085,-0.4856,-2.2239,-2.2239,-2.2239,-2.5638,0,0,0
1.405216,1788213280.015085,-0.4856,-2.1403,-2.1403,-2.1403,-2.5509,0,0,0
1.413233,1788213280.031134,-0.4269,-1.9826,-1.9826,-1.9826,-2.5357,0,0,0
1.426648,1788213280.031134,-0.4269,-1.9078,-1.9078,-1.9078,-2.5005,0,0,0
1.435171,1788213280.047542,-0.1200,-1.7396,-1.7396,-1.7396,-2.4745,0,0,0
1.443188,1788213280.062078,-2.0300,-1.7641,-1.7641,-1.7641,-2.4526,0,0,0
1.450206,1788213280.062078,0.9342,-1.6340,-1.6340,-1.6340,-2.4198,0,0,0
1.459166,1788213280.078056,1.0918,-1.3833,-1.3833,-1.3833,-2.3825,0,0,0
1.466684,1788213280.078056,1.0918,-1.2637,-1.2637,-1.2637,-2.3419,0,0,0
1.475296,1788213280.094171,1.8053,-0.9786,-0.9786,-0.9786,-2.2965,0,0,0
1.483304,1788213280.094171,1.8053,-0.8437,-0.8437,-0.8437,-2.2582,0,0,0
1.490366,1788213280.110266,2.8516,-0.4999,-0.4999,-0.5237,-2.1855,1,0,0
1.505363,1788213280.110266,2.8516,-0.3370,-0.3370,-0.3370,-2.0611,0,0,0
1.513377,1788213280.125263,-2.0690,-0.4880,-0.4880,-0.4880,-1.9769,0,0,0
1.521398,1788213280.140297,3.8399,-0.1093,-0.1093,-0.1680,-1.8856,1,0,0
1.529926,1788213280.140297,3.8399,0.0829,0.0829,0.0829,-1.7891,0,0,0
1.537505,1788213280.155384,5.1556,0.5300,0.5300,0.4029,-1.7121,1,0,0
1.545570,1788213280.155384,5.1556,0.7560,0.7560,0.7229,-1.6023,1,0,0
1.553596,1788213280.171498,3.2899,0.9936,0.9936,0.9936,-1.4828,0,0,0
1.561647,1788213280.171498,3.2899,1.1058,1.1058,1.1058,-1.3522,0,0,0
1.569208,1788213280.186598,5.5482,1.4990,1.4990,1.4258,-1.2105,1,0,0
1.577501,1788213280.186598,5.5482,1.6975,1.6975,1.6975,-1.0596,0,0,0
1.585563,1788213280.201455,7.0626,2.1668,2.1668,2.0175,-0.9405,1,0,0
1.594113,1788213280.201455,7.0626,2.4077,2.4077,2.3375,-0.8581,1,0,0
1.601675,1788213280.217008,8.2620,2.9434,2.9434,2.6575,-0.5517,1,0,0
1.609670,1788213280.217008,8.2620,3.2060,3.2060,2.9775,-0.3666,1,0,0
1.617695,1788213280.232578,8.9226,3.7313,3.7313,3.2975,-0.2218,1,0,0
1.625395,1788213280.232578,8.9226,3.9883,3.9883,3.6175,-0.0189,1,0,0
1.633676,1788213280.247294,10.2584,4.5372,4.5372,3.9375,0.1948,1,0,0
1.642218,1788213280.247294,10.2584,4.8215,4.8215,4.2575,0.4189,1,0,0
1.649278,1788213280.263120,10.9708,5.3982,5.3982,4.5775,0.6527,1,0,0
1.657825,1788213280.263120,10.9708,5.6758,5.6758,4.8975,0.8956,1,0,0
1.665855,1788213280.278717,12.8333,6.3401,6.3401,5.2175,1.1470,1,0,0
1.674413,1788213280.278717,12.8333,6.6647,6.6647,5.5375,1.4063,1,0,0
1.683119,1788213280.294313,-2.2302,5.8447,5.8447,5.8447,1.6726,0,0,0
1.691156,1788213280.309806,17.8151,6.9465,6.9465,6.1647,1.8083,1,0,0
1.699047,1788213280.309806,17.8151,7.4901,7.4901,6.4847,2.2215,1,0,0
1.706766,1788213280.326158,19.0712,8.6189,8.6189,6.8047,2.5007,1,0,0
1.714861,1788213280.326158,19.0712,9.1458,9.1458,7.1247,2.7857,1,0,0
1.722996,1788213280.341887,21.2071,10.2892,10.2892,7.4447,3.0758,1,0,0
1.731021,1788213280.341887,21.2071,10.8438,10.8438,7.7647,3.3705,1,0,0
1.738559,1788213280.356954,25.3981,12.1818,12.1818,8.0847,3.5941,1,0,0
1.747098,1788213280.356954,25.3981,12.8597,12.8597,8.4047,3.8955,1,0,0
1.754509,1788213280.373106,29.1020,14.4642,14.4642,8.7247,4.2000,1,0,0
1.762461,1788213280.373106,29.1020,15.2225,15.2225,9.0447,4.5072,1,0,0
1.770786,1788213280.387686,31.8003,16.7291,16.7291,9.3647,4.8168,1,0,0
1.779306,1788213280.387686,31.8003,17.5173,17.5173,9.6847,5.1283,1,0,0
1.786228,1788213280.403203,39.9985,19.7037,19.7037,10.0047,5.4417,1,0,0
1.794775,1788213280.403203,39.9985,20.7806,20.7806,10.3247,5.6776,1,0,0
1.803209,1788213280.418677,40.6650,22.7309,22.7309,10.6447,5.9934,1,0,0
1.810405,1788213280.418677,40.6650,23.6915,23.6915,10.9647,6.3102,1,0,0
1.818442,1788213280.433814,46.8719,25.9432,25.9432,11.2847,6.6279,1,0,0
1.827261,1788213280.433814,46.8719,27.0777,27.0777,11.6047,6.9464,1,0,0
1.835375,1788213280.448745,49.7446,29.2749,29.2749,11.9247,7.2654,1,0,0
1.842798,1788213280.448745,49.7446,30.3956,30.3956,12.2447,7.5850,1,0,0
1.851221,1788213280.465095,61.0760,33.6607,33.6607,12.5647,7.9049,1,0,0
1.858998,1788213280.465095,61.0760,35.1856,35.1856,12.8847,8.2252,1,0,0
1.867475,1788213280.481442,67.4733,38.6714,38.6714,13.2047,8.5457,1,0,0
1.874981,1788213280.481442,67.4733,40.2980,40.2980,13.5247,8.7861,1,0,0
1.883397,1788213280.496594,76.9704,44.0577,44.0577,13.8447,9.1073,1,0,0
1.890881,1788213280.496594,76.9704,45.9512,45.9512,14.1647,9.4323,1,0,0
1.898924,1788213280.510781,77.9727,49.0907,49.0907,14.4847,9.7620,1,0,0
1.907511,1788213280.510781,77.9727,50.7724,50.7724,14.8047,10.0952,1,0,0
1.915653,1788213280.527411,82.6809,54.4073,54.4073,15.1247,10.4308,1,0,0
1.923325,1788213280.542231,-2.7137,48.7924,48.7924,15.4447,10.7681,1,0,0
1.931355,1788213280.543225,90.5024,49.1032,49.1032,15.7647,11.1064,1,0,0
1.938766,1788213280.557712,100.0647,54.1987,54.1987,16.0847,11.3605,1,0,0
1.947231,1788213280.557712,100.0647,56.8968,56.8968,16.4047,11.7840,1,0,0
1.955232,1788213280.572128,107.6585,62.0928,62.0928,16.7247,12.1225,1,1,0
1.963252,1788213280.572128,107.6585,64.8471,64.8471,17.0447,12.3760,1,1,0
1.971269,1788213280.589170,111.7498,70.5215,70.5215,17.3647,12.7133,1,1,0
1.979224,1788213280.589170,111.7498,73.0537,73.0537,17.6847,13.0499,1,1,0
1.986728,1788213280.604124,116.8530,77.8428,77.8428,18.0047,13.3854,1,1,0
1.994746,1788213280.604124,116.8530,80.2709,80.2709,18.3247,13.5528,1,1,0
2.002781,1788213280.620675,121.5334,85.2480,85.2480,18.6447,13.8034,1,1,0
2.010817,1788213280.620675,121.5334,87.5221,87.5221,18.9647,14.1366,1,1,0
2.018901,1788213280.635725,119.3847,91.0675,91.0675,19.2847,14.4691,1,1,0
2.026917,1788213280.635725,119.3847,92.8410,92.8410,19.6047,14.8044,1,1,0
2.034447,1788213280.652837,126.3286,97.0044,97.0044,19.9247,15.1433,1,1,0
2.043107,1788213280.652837,126.3286,98.8375,98.8375,20.2447,15.4847,1,1,0
2.051635,1788213280.667016,128.7127,101.9831,101.9831,20.5647,15.8277,1,1,0
2.059654,1788213280.667016,128.7127,103.6523,103.6523,20.8847,16.1714,1,1,0
2.067667,1788213280.682564,130.1642,106.6699,106.6699,21.2047,16.5154,1,1,0
2.075682,1788213280.682564,130.1642,108.1284,108.1284,21.5247,16.8592,1,1,0
2.083202,1788213280.698587,132.0650,110.9071,110.9071,21.8447,17.1166,1,1,0
2.091720,1788213280.698587,132.0650,112.2100,112.2100,22.1647,17.4591,1,1,0
2.099245,1788213280.713625,133.8661,114.5697,114.5697,22.4847,17.8005,1,1,0
2.107264,1788213280.713625,133.8661,115.7484,115.7484,22.8047,18.1408,1,1,0
2.115794,1788213280.729682,136.9343,118.1748,118.1748,23.1247,18.4798,1,1,0
2.123807,1788213280.729682,136.9343,119.3107,119.3107,23.4447,18.7332,1,1,0
2.131821,1788213280.746710,136.7811,121.3964,121.3964,23.7647,19.1538,1,1,0
2.139347,1788213280.746710,136.7811,122.3166,122.3166,24.0847,19.4052,1,1,0
2.147863,1788213280.762247,139.9772,124.2432,124.2432,24.4047,19.7392,1,1,0
2.155889,1788213280.762247,139.9772,125.1759,125.1759,24.7247,20.0719,1,1,0
2.163894,1788213280.777788,140.2830,126.8094,126.8094,25.0447,20.4034,1,1,0
2.171435,1788213280.777788,140.2830,127.5999,127.5999,25.3647,20.7338,1,1,0
2.179950,1788213280.792334,139.6954,128.8207,128.8207,25.6847,20.9808,1,1,0
2.187472,1788213280.792334,139.6954,129.4516,129.4516,26.0047,21.3094,1,1,0
2.195623,1788213280.807880,142.5329,130.8388,130.8388,26.3247,21.6369,1,1,0
2.203634,1788213280.807880,142.5329,131.5107,131.5107,26.6447,21.9636,1,1,0
2.211778,1788213280.824534,142.0930,132.6913,132.6913,26.9647,22.2895,1,1,0
2.219827,1788213280.838734,144.6586,133.8417,133.8417,27.2847,22.6147,1,1,0
2.227381,1788213280.838734,144.6586,134.4525,134.4525,27.6047,22.8581,1,1,0
2.235135,1788213280.853813,145.3473,135.5496,135.5496,27.9247,23.1825,1,1,0
2.243182,1788213280.853813,145.3473,136.0983,136.0983,28.2447,23.5102,1,1,0
2.250712,1788213280.868611,144.5290,136.9260,136.9260,28.5647,23.8420,1,1,0
2.259446,1788213280.868611,144.5290,137.3477,137.3477,28.8847,24.1768,1,1,0
2.267387,1788213280.883343,146.7150,138.2564,138.2564,29.2047,24.5137,1,1,0
2.275426,1788213280.883343,146.7150,138.7221,138.7221,29.5247,24.8520,1,1,0
2.283970,1788213280.898328,146.6123,139.4935,139.4935,29.8447,25.1909,1,1,0
2.291764,1788213280.898328,146.6123,139.8822,139.8822,30.1647,25.4453,1,1,0
2.299793,1788213280.913673,148.3558,140.7225,140.7225,30.4847,25.7845,1,1,0
2.307434,1788213280.913673,148.3558,141.1364,141.1364,30.8047,26.1232,1,1,0
2.315448,1788213280.930334,148.2894,141.8943,141.8943,31.1247,26.3768,1,1,0
2.323452,1788213280.930334,148.2894,142.2382,142.2382,31.4447,26.7986,1,1,0
2.331477,1788213280.945352,148.2140,142.8110,142.8110,31.7647,27.0509,1,1,0
2.339528,1788213280.945352,148.2140,143.0993,143.0993,32.0847,27.3866,1,1,0
2.348015,1788213280.961895,147.5629,143.5622,143.5622,32.4047,27.7211,1,1,0
2.355452,1788213280.961895,147.5629,143.7738,143.7738,32.7247,28.0546,1,1,0
2.363276,1788213280.977815,148.2476,144.2186,144.2186,33.0447,28.3870,1,1,0
2.371926,1788213280.977815,148.2476,144.4300,144.4300,33.3647,28.7183,1,1,0
2.379422,1788213280.993789,148.9287,144.8757,144.8757,33.6847,29.0486,1,1,0
2.387433,1788213280.993789,148.9287,145.0870,145.0870,34.0047,29.2957,1,1,0
2.395548,1788213281.008903,148.8102,145.4358,145.4358,34.3247,29.7046,1,1,0
2.404150,1788213281.008903,148.8102,145.6105,145.6105,34.6447,29.9466,1,1,0
2.411647,1788213281.025010,149.8027,146.0242,146.0242,34.9647,30.2693,1,1,0
2.420186,1788213281.025010,149.8027,146.2188,146.2188,35.2847,30.5922,1,1,0
2.428233,1788213281.040086,150.4378,146.6092,146.6092,35.6047,30.9154,1,1,0
2.435881,1788213281.040086,150.4378,146.8056,146.8056,35.9247,31.2387,1,1,0
2.443439,1788213281.055781,149.5120,147.0640,147.0640,36.2447,31.5620,1,1,0
2.451958,1788213281.055781,149.5120,147.1889,147.1889,36.5647,31.8853,1,1,0
2.459523,1788213281.071858,149.6637,147.4292,147.4292,36.8847,32.1281,1,1,0
2.467525,1788213281.087425,-3.7018,133.3917,133.3917,37.2047,32.4554,1,1,0
2.475518,1788213281.087425,150.8398,134.2521,134.2521,37.5247,32.7871,1,1,0
2.483529,1788213281.102432,150.4052,135.6667,135.6667,37.8447,33.1222,1,1,0
2.491597,1788213281.102432,150.4052,136.3762,136.3762,38.1647,33.4595,1,1,0
2.500155,1788213281.119049,150.4452,137.7112,137.7112,38.4847,33.7983,1,1,0
2.507759,1788213281.119049,150.4452,138.3283,138.3283,38.8047,34.0530,1,1,0
2.515744,1788213281.134130,150.9229,139.4393,139.4393,39.1247,34.4780,1,1,0
2.523803,1788213281.134130,150.9229,140.0037,140.0037,39.4447,34.8178,1,1,0
2.532459,1788213281.149896,151.0237,141.0272,141.0272,39.7647,35.0725,1,1,0
2.539901,1788213281.149896,151.0237,141.5234,141.5234,40.0847,35.4114,1,1,0
2.547945,1788213281.164820,150.3560,142.3096,142.3096,40.4047,35.7495,1,1,0
2.555969,1788213281.164820,150.3560,142.7115,142.7115,40.7247,36.0867,1,1,0
2.564159,1788213281.180918,150.5304,143.4603,143.4603,41.0447,36.4228,1,1,0
2.572188,1788213281.180918,150.5304,143.8148,143.8148,41.3647,36.7578,1,1,0
2.580032,1788213281.197319,151.1643,144.5327,144.5327,41.6847,37.0917,1,1,0
2.587370,1788213281.197319,151.1643,144.8660,144.8660,42.0047,37.4245,1,1,0
2.595951,1788213281.212898,150.7610,145.4165,145.4165,42.3247,37.7562,1,1,0
2.603975,1788213281.212898,150.7610,145.6853,145.6853,42.6447,38.0868,1,1,0
2.612003,1788213281.228883,150.7643,146.1709,146.1709,42.9647,38.4164,1,1,0
2.620012,1788213281.228883,150.7643,146.4018,146.4018,43.2847,38.7450,1,1,0
2.628078,1788213281.244910,150.6267,146.8063,146.8063,43.6047,38.9909,1,1,0
2.636049,1788213281.244910,150.6267,146.9981,146.9981,43.9247,39.3180,1,1,0
2.644064,1788213281.261960,151.2358,147.4264,147.4264,44.2447,39.5628,1,1,0
2.651993,1788213281.261960,151.2358,147.6174,147.6174,44.5647,39.9699,1,1,0
2.660008,1788213281.275898,151.1403,147.9136,147.9136,44.8847,40.2948,1,1,0
2.668022,1788213281.275898,151.1403,148.0752,148.0752,45.2047,40.6191,1,1,0
2.676552,1788213281.292439,150.6644,148.3290,148.3290,45.5247,40.9429,1,1,0
2.684568,1788213281.292439,150.6644,148.4456,148.4456,45.8447,41.1854,1,1,0
2.692595,1788213281.307978,150.9712,148.6790,148.6790,46.1647,41.5890,1,1,0
2.700610,1788213281.307978,150.9712,148.7931,148.7931,46.4847,41.9114,1,1,0
2.708643,1788213281.322515,150.9851,148.9834,148.9834,46.8047,42.1530,1,1,0
2.716662,1788213281.322515,150.9851,149.0828,149.0828,47.1247,42.4748,1,1,0
2.724677,1788213281.338567,148.2879,149.0076,149.0076,47.4447,42.7964,1,1,0
2.732193,1788213281.338567,148.2879,148.9721,148.9721,47.7647,43.1177,1,1,0
