t_s,t_capture,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3
0.706770,1788210575.556948,-0.1832,-2.4367,-2.4367,-2.4367,-1.5007,0,0,0
0.714770,1788210575.564946,-22.4905,-3.4316,-3.4316,-3.1567,-1.5086,1,0,0
0.722772,1788210575.572947,-0.2197,-3.2728,-3.2728,-3.2728,-1.5290,0,0,0
0.730772,1788210575.581951,-0.2953,-3.1088,-3.1088,-3.1088,-1.5608,0,0,0
0.738771,1788210575.590951,-0.2859,-2.9539,-2.9539,-2.9539,-1.6152,0,0,0
0.746771,1788210575.598952,-0.2499,-2.8215,-2.8215,-2.8215,-1.6914,0,0,0
0.754989,1788210575.606668,-0.2612,-2.7008,-2.7008,-2.7008,-1.7804,0,0,0
0.762659,1788210575.615830,-0.2706,-2.5663,-2.5663,-2.5663,-1.8734,0,0,0
0.770330,1788210575.622842,-0.2483,-2.4671,-2.4671,-2.4671,-1.9640,0,0,0
0.778330,1788210575.631510,-0.2334,-2.3503,-2.3503,-2.3503,-2.0461,0,0,0
0.786333,1788210575.642608,-26.6580,-3.9783,-3.9783,-3.0703,-2.1108,1,0,0
0.794414,1788210575.648513,-0.2607,-3.8420,-3.8420,-3.7903,-2.1584,1,0,0
0.803337,1788210575.659512,-26.8985,-5.3888,-5.3888,-4.5103,-2.2046,1,0,0
0.810448,1788210575.664599,-0.2615,-5.2246,-5.2246,-5.2246,-2.2574,0,0,0
0.818551,1788210575.673622,-27.5900,-6.4810,-6.4810,-5.9446,-2.3306,1,0,0
0.826133,1788210575.681252,-0.2506,-6.1843,-6.1843,-6.1843,-2.4303,0,0,0
0.835156,1788210575.689294,-0.2599,-5.8894,-5.8894,-5.8894,-2.5714,0,0,0
0.843158,1788210575.698247,-0.2484,-5.5803,-5.5803,-5.5803,-2.7452,0,0,0
0.851077,1788210575.706246,-0.2275,-5.3180,-5.3180,-5.3180,-2.9446,0,0,0
0.859087,1788210575.715266,-0.2147,-5.0391,-5.0391,-5.0391,-3.1558,0,0,0
0.867084,1788210575.723262,-0.2279,-4.8055,-4.8055,-4.8055,-3.3583,0,0,0
0.874812,1788210575.731001,-0.2533,-4.5921,-4.5921,-4.5921,-3.5496,0,0,0
0.882809,1788210575.735065,-30.4137,-5.2541,-5.2541,-5.2541,-3.7171,0,0,0
0.890810,1788210575.739985,-0.2365,-5.0999,-5.0999,-5.0999,-3.8612,0,0,0
0.898904,1788210575.751075,-30.6647,-6.8314,-6.8314,-5.8199,-3.9880,1,0,0
0.906809,1788210575.756080,-0.2297,-6.6230,-6.6230,-6.5399,-4.1063,1,0,0
0.914898,1788210575.767988,-31.7913,-8.4593,-8.4593,-7.2599,-4.2151,1,0,0
0.922892,1788210575.773985,-0.2273,-8.1477,-8.1477,-7.9799,-4.3386,1,0,0
0.930916,1788210575.783062,-32.1243,-9.5132,-9.5132,-8.6999,-4.4791,1,0,0
0.938884,1788210575.789986,-0.2741,-9.1097,-9.1097,-9.1097,-4.6514,0,0,0
0.946894,1788210575.798986,-32.8856,-10.4594,-10.4594,-9.8297,-4.8499,1,0,0
0.954893,1788210575.806986,-0.2743,-9.9470,-9.9470,-9.9470,-5.0751,0,0,0
0.962996,1788210575.815081,-0.2649,-9.4588,-9.4588,-9.4588,-5.3252,0,0,0
0.971301,1788210575.823116,-0.2840,-9.0030,-9.0030,-9.0030,-5.6009,0,0,0
0.979298,1788210575.832388,-0.3262,-8.5132,-8.5132,-8.5132,-5.8875,0,0,0
0.987283,1788210575.839479,-0.2667,-8.1548,-8.1548,-8.1548,-6.1738,0,0,0
0.995292,1788210575.848386,-0.2644,-7.7315,-7.7315,-7.7315,-6.4493,0,0,0
1.003289,1788210575.856386,-0.2771,-7.3723,-7.3723,-7.3723,-6.7017,0,0,0
1.011218,1788210575.865387,-0.2924,-6.9928,-6.9928,-6.9928,-6.9152,0,0,0
1.019309,1788210575.873395,-0.2956,-6.6709,-6.6709,-6.6709,-7.0936,0,0,0
1.027862,1788210575.882016,-0.2851,-6.3403,-6.3403,-6.3403,-7.2259,0,0,0
1.035919,1788210575.890009,-0.2812,-6.0472,-6.0472,-6.0472,-7.3007,0,0,0
1.043927,1788210575.899016,-0.2955,-5.7346,-5.7346,-5.7346,-7.3792,0,0,0
1.051918,1788210575.907015,-0.2948,-5.4697,-5.4697,-5.4697,-7.4064,0,0,0
1.059850,1788210575.915033,-0.2913,-5.2162,-5.2162,-5.2162,-7.4027,0,0,0
1.067854,1788210575.924031,-0.2712,-4.9455,-4.9455,-4.9455,-7.3682,0,0,0
1.075561,1788210575.931654,-0.3001,-4.7279,-4.7279,-4.7279,-7.3106,0,0,0
1.083482,1788210575.931654,-0.3001,-4.5102,-4.5102,-4.5102,-7.2208,0,0,0
1.091476,1788210575.948652,-0.2692,-4.0904,-4.0904,-4.0904,-7.1078,0,0,0
1.099480,1788210575.955738,-37.3412,-5.5116,-5.5116,-4.8104,-6.9702,1,0,0
1.107485,1788210575.956656,-0.2790,-5.4814,-5.4814,-5.4814,-6.8132,0,0,0
1.115790,1788210575.971058,-37.4669,-8.1748,-8.1748,-6.2014,-6.6505,1,0,0
1.123793,1788210575.972966,-0.2972,-8.0806,-8.0806,-6.9214,-6.4946,1,0,0
1.131793,1788210575.987972,-37.9149,-10.7215,-10.7215,-7.6414,-6.3618,1,0,0
1.139898,1788210575.990051,-0.2994,-10.5842,-10.5842,-8.3614,-6.2603,1,0,0
1.147899,1788210576.004180,-38.4540,-12.9392,-12.9392,-9.0814,-6.2045,1,0,0
1.155555,1788210576.007082,-0.3029,-12.7063,-12.7063,-9.8014,-6.1989,1,0,0
1.163564,1788210576.018747,-38.0473,-14.5099,-14.5099,-10.5214,-6.2426,1,0,0
1.171814,1788210576.023432,-0.2935,-14.0901,-14.0901,-11.2414,-6.3348,1,0,0
1.180197,1788210576.034871,-38.6534,-15.8122,-15.8122,-11.9614,-6.4814,1,0,0
1.188080,1788210576.039868,-0.2841,-15.3231,-15.3231,-12.6814,-6.6684,1,0,0
1.196404,1788210576.050067,-39.3369,-16.8384,-16.8384,-13.4014,-6.8956,1,0,0
1.203406,1788210576.057579,-0.2942,-16.0667,-16.0667,-14.1214,-7.1703,1,0,0
1.212075,1788210576.066190,-38.7468,-17.2874,-17.2874,-14.8414,-7.4828,1,0,0
1.219602,1788210576.072252,-0.3248,-16.6430,-16.6430,-15.5614,-7.8370,1,0,0
1.227743,1788210576.081904,-0.3153,-15.6892,-15.6892,-15.6892,-8.2380,0,0,0
1.236740,1788210576.089916,-0.2973,-14.9441,-14.9441,-14.9692,-8.6717,1,0,0
1.244250,1788210576.098421,-0.3391,-14.2028,-14.2028,-14.2492,-9.1335,1,0,0
1.252537,1788210576.106425,-0.3114,-13.5308,-13.5308,-13.5308,-9.6105,0,0,0
1.260004,1788210576.114947,-0.3154,-12.8466,-12.8466,-12.8466,-10.0843,0,0,0
1.268002,1788210576.123177,-0.3152,-12.2140,-12.2140,-12.2140,-10.5184,0,0,0
1.275970,1788210576.131145,-0.3127,-11.6275,-11.6275,-11.6275,-10.8943,0,0,0
1.283566,1788210576.139257,-0.2894,-11.0558,-11.0558,-11.0558,-11.2109,0,0,0
1.292322,1788210576.148094,-0.2754,-10.4632,-10.4632,-10.4632,-11.4598,0,0,0
1.300339,1788210576.156513,-0.2791,-9.9261,-9.9261,-9.9261,-11.6469,0,0,0
1.308332,1788210576.157515,-39.4377,-10.1162,-10.1162,-10.1162,-11.7705,0,0,0
1.316337,1788210576.165509,-0.2914,-9.6305,-9.6305,-9.6305,-11.8442,0,0,0
1.324419,1788210576.173513,-39.9421,-11.0981,-11.0981,-10.3505,-11.8693,1,0,0
1.332426,1788210576.188600,-39.8188,-13.6064,-13.6064,-11.0705,-11.8576,1,0,0
1.340422,1788210576.190610,-0.3257,-13.4406,-13.4406,-11.7905,-11.8210,1,0,0
1.348437,1788210576.204594,-39.4177,-15.5727,-15.5727,-12.5105,-11.7735,1,0,0
1.356539,1788210576.206599,-0.3271,-15.3818,-15.3818,-13.2305,-11.7278,1,0,0
1.364540,1788210576.218637,-39.6142,-17.1218,-17.1218,-13.9505,-11.6945,1,0,0
1.373148,1788210576.223717,-0.3185,-16.5972,-16.5972,-14.6705,-11.6914,1,0,0
1.381150,1788210576.233415,-39.5018,-17.9444,-17.9444,-15.3905,-11.7249,1,0,0
1.389159,1788210576.240399,-0.3093,-17.1949,-17.1949,-16.1105,-11.8002,1,0,0
1.397159,1788210576.249413,-39.1983,-18.4042,-18.4042,-16.8305,-11.9209,1,0,0
1.404837,1788210576.256421,-0.3347,-17.6329,-17.6329,-17.5505,-12.0855,1,0,0
1.412441,1788210576.265526,-38.7632,-18.8057,-18.8057,-18.2705,-12.2988,1,0,0
1.420359,1788210576.272628,-0.3391,-18.0075,-18.0075,-18.0075,-12.5475,0,0,0
1.428625,1788210576.282130,-38.9155,-19.2153,-19.2153,-18.7275,-12.8339,1,0,0
1.436625,1788210576.289881,-0.3503,-18.3293,-18.3293,-18.3293,-13.1537,0,0,0
1.444751,1788210576.298931,-0.3522,-17.3603,-17.3603,-17.6093,-13.5049,1,0,0
1.452752,1788210576.305980,-0.3541,-16.6292,-16.6292,-16.8893,-13.8644,1,0,0
1.460458,1788210576.314715,-0.3475,-15.7618,-15.7618,-16.1693,-14.2175,1,0,0
1.468458,1788210576.322733,-0.3428,-14.9974,-14.9974,-15.4493,-14.5463,1,0,0
1.477175,1788210576.331414,-0.3500,-14.2080,-14.2080,-14.7293,-14.8370,1,0,0
1.485175,1788210576.340354,-0.3522,-13.4349,-13.4349,-14.0093,-15.0792,1,0,0
1.493172,1788210576.347449,-0.3511,-12.8449,-12.8449,-13.2893,-15.2676,1,0,0
1.501272,1788210576.356437,-0.3527,-12.1360,-12.1360,-12.5693,-15.4047,1,0,0
1.509270,1788210576.365447,-0.3364,-11.4619,-11.4619,-11.8493,-15.4799,1,0,0
1.516771,1788210576.372118,-0.3374,-10.9819,-10.9819,-11.1293,-15.4946,1,0,0
1.524796,1788210576.375022,-37.3772,-11.4801,-11.4801,-11.4801,-15.4562,0,0,0
1.533304,1788210576.381973,-0.3371,-10.9869,-10.9869,-10.9869,-15.3240,0,0,0
1.541023,1788210576.390480,-36.6393,-12.3362,-12.3362,-11.7069,-15.2038,1,0,0
1.549024,1788210576.398200,-0.3388,-11.7572,-11.7572,-11.7572,-15.0108,0,0,0
1.557214,1788210576.407204,-0.3335,-11.1157,-11.1157,-11.1157,-14.7870,0,0,0
1.565128,1788210576.421296,-36.2360,-13.2145,-13.2145,-11.8357,-14.5537,1,0,0
1.573656,1788210576.423382,-0.3085,-13.0411,-13.0411,-12.5557,-14.3123,1,0,0
1.580658,1788210576.431827,-0.3041,-12.3712,-12.3712,-12.3712,-14.0815,0,0,0
1.589448,1788210576.440171,-0.2878,-11.7391,-11.7391,-11.7391,-13.8789,0,0,0
1.597012,1788210576.452680,-35.8947,-13.5511,-13.5511,-12.4591,-13.7000,1,0,0
1.605277,1788210576.457455,-0.2812,-13.1493,-13.1493,-13.1493,-13.4940,0,0,0
1.613966,1788210576.467988,-35.4178,-14.5603,-14.5603,-13.8693,-13.3519,1,0,0
1.621217,1788210576.474059,-0.2812,-14.0195,-14.0195,-14.0195,-13.2338,0,0,0
1.628993,1788210576.483830,-34.2819,-15.2086,-15.2086,-14.7395,-13.1616,1,0,0
1.636914,1788210576.489582,-0.2964,-14.6755,-14.6755,-14.6755,-13.0922,0,0,0
1.645636,1788210576.499084,-34.1393,-15.7828,-15.7828,-15.3955,-13.0604,1,0,0
1.653126,1788210576.506817,-0.3162,-15.0517,-15.0517,-15.0517,-13.0748,0,0,0
1.661152,1788210576.515323,-0.3016,-14.2815,-14.2815,-14.3317,-13.1130,1,0,0
1.669153,1788210576.523322,-0.3061,-13.5876,-13.5876,-13.6117,-13.1878,1,0,0
1.677678,1788210576.531847,-0.2880,-12.8811,-12.8811,-12.8917,-13.2778,1,0,0
1.685679,1788210576.539854,-0.3206,-12.2485,-12.2485,-12.2485,-13.3645,0,0,0
1.693673,1788210576.548849,-0.2730,-11.5716,-11.5716,-11.5716,-13.4272,0,0,0
1.701031,1788210576.557205,-0.2681,-10.9729,-10.9729,-10.9729,-13.4604,0,0,0
1.709033,1788210576.565203,-0.2991,-10.4283,-10.4283,-10.4283,-13.4401,0,0,0
1.718031,1788210576.574204,-0.2967,-9.8483,-9.8483,-9.8483,-13.3793,0,0,0
1.726030,1788210576.582204,-0.2987,-9.3579,-9.3579,-9.3579,-13.2752,0,0,0
1.734030,1788210576.590212,-0.2910,-8.8907,-8.8907,-8.8907,-13.1323,0,0,0
1.742133,1788210576.594259,-30.8871,-9.4688,-9.4688,-9.4688,-12.9558,0,0,0
1.750131,1788210576.598315,-0.2776,-9.2256,-9.2256,-9.2256,-12.7509,0,0,0
1.757910,1788210576.609352,-30.0383,-10.6352,-10.6352,-9.9456,-12.5358,1,0,0
1.765875,1788210576.615087,-0.3050,-10.2574,-10.2574,-10.2574,-12.3063,0,0,0
1.773557,1788210576.625120,-29.1942,-11.4191,-11.4191,-10.9774,-12.0758,1,0,0
1.781636,1788210576.631817,-0.2912,-10.9511,-10.9511,-10.9511,-11.8575,0,0,0
1.789631,1788210576.640846,-28.5211,-11.9196,-11.9196,-11.6711,-11.6709,1,0,0
1.797556,1788210576.648728,-0.3171,-11.3537,-11.3537,-11.3537,-11.5138,0,0,0
1.805657,1788210576.657765,-0.3140,-10.7372,-10.7372,-10.7372,-11.3906,0,0,0
1.813740,1788210576.665827,-0.3165,-10.2123,-10.2123,-10.2123,-11.3023,0,0,0
1.821748,1788210576.672841,-0.2968,-9.7728,-9.7728,-9.7728,-11.2299,0,0,0
1.830011,1788210576.681914,-0.2785,-9.2334,-9.2334,-9.2334,-11.1657,0,0,0
1.838011,1788210576.690187,-0.2633,-8.7648,-8.7648,-8.7648,-11.0990,0,0,0
1.845797,1788210576.701286,-25.5606,-9.9050,-9.9050,-9.4848,-11.0116,1,0,0
1.854013,1788210576.706263,-0.2670,-9.5986,-9.5986,-9.5986,-10.9007,0,0,0
1.861803,1788210576.716905,-24.9884,-10.5956,-10.5956,-10.3186,-10.7802,1,0,0
1.869828,1788210576.724010,-0.2736,-10.1368,-10.1368,-10.1368,-10.6557,0,0,0
1.877514,1788210576.733616,-24.0988,-10.9536,-10.9536,-10.8568,-10.5443,1,0,0
1.885522,1788210576.740725,-0.2451,-10.4799,-10.4799,-10.4799,-10.4587,0,0,0
1.894439,1788210576.749620,-23.3501,-11.1771,-11.1771,-11.1771,-10.4004,0,0,0
1.902445,1788210576.756702,-0.2500,-10.6974,-10.6974,-10.6974,-10.3634,0,0,0
1.910520,1788210576.764701,-0.2438,-10.1791,-10.1791,-10.1791,-10.3565,0,0,0
1.918441,1788210576.773702,-0.2359,-9.6252,-9.6252,-9.6252,-10.3614,0,0,0
1.926440,1788210576.781697,-0.2302,-9.1554,-9.1554,-9.1554,-10.3612,0,0,0
1.933436,1788210576.789726,-0.2102,-8.7045,-8.7045,-8.7045,-10.3617,0,0,0
1.942545,1788210576.798711,-0.1919,-8.2258,-8.2258,-8.2258,-10.3386,0,0,0
1.950455,1788210576.806622,-0.1856,-7.8238,-7.8238,-7.8238,-10.2861,0,0,0
1.958539,1788210576.808702,-20.2896,-7.9923,-7.9923,-7.9923,-10.2083,0,0,0
1.966613,1788210576.815716,-0.1830,-7.6462,-7.6462,-7.6462,-10.1031,0,0,0
1.973858,1788210576.823789,-19.3980,-8.2358,-8.2358,-8.2358,-9.9827,0,0,0
1.981942,1788210576.831034,-0.1629,-7.8691,-7.8691,-7.8691,-9.8424,0,0,0
1.989869,1788210576.840036,-18.5904,-8.4620,-8.4620,-8.4620,-9.7036,0,0,0
1.997855,1788210576.848148,-0.1451,-8.0436,-8.0436,-8.0436,-9.5651,0,0,0
2.005898,1788210576.857077,-18.3709,-8.6078,-8.6078,-8.6078,-9.4384,0,0,0
2.013858,1788210576.865082,-0.1519,-8.1895,-8.1895,-8.1895,-9.3159,0,0,0
2.021867,1788210576.873132,-0.1599,-7.7887,-7.7887,-7.7887,-9.2139,0,0,0
2.030212,1788210576.886368,-16.4016,-8.4681,-8.4681,-8.4681,-9.1154,0,0,0
2.038218,1788210576.890462,-0.1594,-8.2525,-8.2525,-8.2525,-9.0203,0,0,0
2.046204,1788210576.901461,-15.5820,-8.7386,-8.7386,-8.7386,-8.9367,0,0,0
2.054211,1788210576.906467,-0.1895,-8.4695,-8.4695,-8.4695,-8.8540,0,0,0
2.062318,1788210576.918494,-14.5999,-8.9108,-8.9108,-8.9108,-8.7856,0,0,0
2.070320,1788210576.918494,-14.5999,-9.1885,-9.1885,-9.1885,-8.7243,0,0,0
2.078033,1788210576.934300,-13.4239,-9.5768,-9.5768,-9.5768,-8.6786,0,0,0
2.086741,1788210576.940001,-0.1765,-9.2447,-9.2447,-9.2447,-8.6522,0,0,0
2.094742,1788210576.949930,-0.1720,-8.6979,-8.6979,-8.6979,-8.6488,0,0,0
2.102742,1788210576.957012,-0.1683,-8.3231,-8.3231,-8.3231,-8.6617,0,0,0
2.110745,1788210576.966035,-11.6740,-8.5078,-8.5078,-8.5078,-8.6744,0,0,0
2.118749,1788210576.973030,-0.1639,-8.1452,-8.1452,-8.1452,-8.6837,0,0,0
2.126743,1788210576.981925,-0.1602,-7.7075,-7.7075,-7.7075,-8.6828,0,0,0
2.134747,1788210576.989997,-0.1740,-7.3296,-7.3296,-7.3296,-8.6762,0,0,0
2.142857,1788210576.998112,-0.1760,-6.9678,-6.9678,-6.9678,-8.6472,0,0,0
2.149858,1788210577.007034,-0.1702,-6.5909,-6.5909,-6.5909,-8.6012,0,0,0
2.159038,1788210577.015208,-0.1711,-6.2626,-6.2626,-6.2626,-8.5359,0,0,0
2.166037,1788210577.023213,-0.1650,-5.9563,-5.9563,-5.9563,-8.4563,0,0,0
2.175095,1788210577.028228,-8.0012,-6.0217,-6.0217,-6.0217,-8.3549,0,0,0
2.183316,1788210577.039495,-0.1613,-5.6163,-5.6163,-5.6163,-8.2376,0,0,0
2.190318,1788210577.043492,-7.3032,-5.6596,-5.6596,-5.6596,-8.1050,0,0,0
2.198807,1788210577.048490,-0.1665,-5.4843,-5.4843,-5.4843,-7.9523,0,0,0
2.206839,1788210577.058995,-6.5266,-5.5516,-5.5516,-5.5516,-7.7923,0,0,0
2.214854,1788210577.065014,-0.1779,-5.3467,-5.3467,-5.3467,-7.6249,0,0,0
2.222859,1788210577.074028,-5.3847,-5.3488,-5.3488,-5.3488,-7.4555,0,0,0
2.231100,1788210577.082035,-0.1707,-5.0897,-5.0897,-5.0897,-7.2928,0,0,0
2.239114,1788210577.090295,-0.1849,-4.8366,-4.8366,-4.8366,-7.1335,0,0,0
2.247113,1788210577.098297,-0.1829,-4.6033,-4.6033,-4.6033,-6.9806,0,0,0
2.255132,1788210577.107406,-0.1883,-4.3531,-4.3531,-4.3531,-6.8334,0,0,0
2.263135,1788210577.119393,-3.8206,-4.3141,-4.3141,-4.3141,-6.6449,0,0,0
2.271129,1788210577.123393,-0.1881,-4.2082,-4.2082,-4.2082,-6.5308,0,0,0
2.278942,1788210577.132155,-0.1857,-3.9885,-3.9885,-3.9885,-6.3713,0,0,0
2.287046,1788210577.140121,-0.1868,-3.7987,-3.7987,-3.7987,-6.2111,0,0,0
2.295507,1788210577.151128,-1.3094,-3.6305,-3.6305,-3.6305,-6.0425,0,0,0
