t_s,t_capture,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3
0.554437,1788210118.957902,-29.9559,-22.5063,-22.5063,-9.8661,-9.8661,1,0,0
0.562532,1788210118.966180,-30.2187,-22.9265,-22.9265,-10.0261,-10.0261,1,0,0
0.570938,1788210118.974275,-31.2090,-23.3686,-23.3686,-10.1861,-10.1861,1,0,0
0.579472,1788210118.982681,-31.4303,-23.8146,-23.8146,-10.3461,-10.3461,1,0,0
0.588277,1788210118.991215,-31.3508,-24.2376,-24.2376,-10.5061,-10.5061,1,0,0
0.596324,1788210119.007068,-32.0525,-25.0122,-25.0122,-10.6661,-10.6661,1,1,0
0.604820,1788210119.007068,-32.0525,-25.3826,-25.3826,-10.8261,-10.8261,1,1,0
0.613336,1788210119.016562,-32.8269,-25.8426,-25.8426,-10.9861,-10.9861,1,1,0
0.621487,1788210119.024562,-33.1162,-26.2252,-26.2252,-11.1461,-11.1461,1,1,0
0.629904,1788210119.033230,-33.0677,-26.6133,-26.6133,-11.3061,-11.3061,1,1,0
0.638079,1788210119.041647,-34.1889,-27.0314,-27.0314,-11.4661,-11.4661,1,1,0
0.646593,1788210119.049822,-33.7045,-27.3895,-27.3895,-11.6261,-11.6261,1,1,0
0.654910,1788210119.058336,-34.7237,-27.7986,-27.7986,-11.7861,-11.7861,1,1,0
0.662934,1788210119.073678,-34.9770,-28.4868,-28.4868,-11.9461,-11.9461,1,1,0
0.670987,1788210119.073678,-34.9770,-28.8269,-28.8269,-12.1061,-12.1061,1,1,0
0.679052,1788210119.082730,-35.6461,-29.2283,-29.2283,-12.2661,-12.2661,1,1,0
0.687076,1788210119.090795,-35.7825,-29.5742,-29.5742,-12.4261,-12.4261,1,1,0
0.696073,1788210119.098819,-36.1164,-29.9178,-29.9178,-12.5861,-12.5861,1,1,0
0.704076,1788210119.108816,-36.3240,-30.3313,-30.3313,-12.7461,-12.7461,1,1,0
0.712721,1788210119.115819,-36.9036,-30.6344,-30.6344,-12.9061,-12.9061,1,1,0
0.720739,1788210119.124464,-37.0011,-30.9929,-30.9929,-13.0661,-13.0661,1,1,0
0.729290,1788210119.132482,-37.2768,-31.3224,-31.3224,-13.2261,-13.2261,1,1,0
0.737294,1788210119.141033,-37.3566,-31.6585,-31.6585,-13.3861,-13.3861,1,1,0
0.745826,1788210119.149037,-38.2731,-32.0046,-32.0046,-13.5461,-13.5461,1,1,0
0.753850,1788210119.157569,-38.4854,-32.3648,-32.3648,-13.7061,-13.7061,1,1,0
0.762367,1788210119.165593,-38.3371,-32.6779,-32.6779,-13.8661,-13.8661,1,1,0
0.771247,1788210119.174110,-38.8990,-33.0228,-33.0228,-14.0261,-14.0261,1,1,0
0.779309,1788210119.182990,-38.9618,-33.3651,-33.3651,-14.1861,-14.1861,1,1,0
0.787347,1788210119.191051,-39.5498,-33.6904,-33.6904,-14.3461,-14.3461,1,1,0
0.795450,1788210119.199090,-39.5718,-33.9988,-33.9988,-14.5061,-14.5061,1,1,0
0.803756,1788210119.207193,-40.1967,-34.3263,-34.3263,-14.6661,-14.6661,1,1,0
0.812051,1788210119.215499,-39.5049,-34.6061,-34.6061,-14.8261,-14.8261,1,1,0
0.820331,1788210119.224896,-40.6005,-34.9698,-34.9698,-14.9861,-14.9861,1,1,0
0.828942,1788210119.232074,-40.7807,-35.2430,-35.2430,-15.1461,-15.1461,1,1,0
0.836960,1788210119.241829,-41.0404,-35.6069,-35.6069,-15.3061,-15.3061,1,1,0
0.846195,1788210119.249702,-41.2777,-35.8976,-35.8976,-15.4661,-15.4661,1,1,0
0.854215,1788210119.257938,-41.1026,-36.1759,-36.1759,-15.6261,-15.6261,1,1,0
0.862733,1788210119.265958,-41.0131,-36.4280,-36.4280,-15.7861,-15.7861,1,1,0
0.871448,1788210119.274476,-41.9568,-36.7328,-36.7328,-15.9461,-15.9461,1,1,0
0.879812,1788210119.283191,-42.0993,-37.0350,-37.0350,-16.1061,-16.1061,1,1,0
0.887830,1788210119.298577,-42.0564,-37.5117,-37.5117,-16.2661,-16.2661,1,1,0
0.896363,1788210119.298577,-42.0564,-37.7466,-37.7466,-16.4261,-16.4261,1,1,0
0.904376,1788210119.308106,-42.3051,-38.0242,-38.0242,-16.5861,-16.5861,1,1,0
0.913183,1788210119.316119,-42.4757,-38.2542,-38.2542,-16.7461,-16.7461,1,1,0
0.921250,1788210119.324926,-43.0289,-38.5237,-38.5237,-16.9061,-16.9061,1,1,0
0.929794,1788210119.332993,-43.0143,-38.7570,-38.7570,-17.0661,-17.0661,1,1,0
0.937800,1788210119.341537,-43.2664,-39.0040,-39.0040,-17.2261,-17.2261,1,1,0
0.946054,1788210119.349543,-43.2065,-39.2204,-39.2204,-17.3861,-17.3861,1,1,0
0.955007,1788210119.357797,-42.8113,-39.4105,-39.4105,-17.5461,-17.5461,1,1,0
0.963672,1788210119.373763,-43.8401,-39.8413,-39.8413,-17.7061,-17.7061,1,1,0
0.971729,1788210119.373763,-43.8401,-40.0460,-40.0460,-17.8661,-17.8661,1,1,0
0.980038,1788210119.390761,-44.1139,-40.4628,-40.4628,-18.0261,-18.0261,1,1,0
0.988846,1788210119.399591,-43.4263,-40.6285,-40.6285,-18.1861,-18.1861,1,1,0
0.996847,1788210119.399591,-43.4263,-40.7708,-40.7708,-18.3461,-18.3461,1,1,0
1.005364,1788210119.416107,-43.5545,-41.0472,-41.0472,-18.5061,-18.5061,1,1,0
1.013665,1788210119.424415,-44.1500,-41.2100,-41.2100,-18.6661,-18.6661,1,1,0
1.021673,1788210119.432417,-43.9557,-41.3490,-41.3490,-18.8261,-18.8261,1,1,0
1.030243,1788210119.440983,-44.3767,-41.5123,-41.5123,-18.9861,-18.9861,1,1,0
1.039237,1788210119.449980,-43.9932,-41.6523,-41.6523,-19.1461,-19.1461,1,1,0
1.047267,1788210119.456988,-44.3943,-41.7743,-41.7743,-19.3061,-19.3061,1,1,0
1.056263,1788210119.466017,-44.2978,-41.9170,-41.9170,-19.4661,-19.4661,1,1,0
1.064282,1788210119.474026,-44.4820,-42.0464,-42.0464,-19.6261,-19.6261,1,1,0
1.072288,1788210119.483024,-44.6968,-42.1955,-42.1955,-19.7861,-19.7861,1,1,0
1.080553,1788210119.491295,-44.4596,-42.3130,-42.3130,-19.9461,-19.9461,1,1,0
1.089553,1788210119.500293,-44.4397,-42.4324,-42.4324,-20.1061,-20.1061,1,1,0
1.097819,1788210119.508541,-44.0800,-42.5175,-42.5175,-20.2661,-20.2661,1,1,0
1.105921,1788210119.515672,-44.1709,-42.5918,-42.5918,-20.4261,-20.4261,1,1,0
1.114113,1788210119.523841,-44.6103,-42.6949,-42.6949,-20.5861,-20.5861,1,1,0
1.122129,1788210119.532390,-44.1645,-42.7732,-42.7732,-20.7461,-20.7461,1,1,0
1.130847,1788210119.540470,-44.3734,-42.8539,-42.8539,-20.9061,-20.9061,1,1,0
1.139784,1788210119.549472,-43.9036,-42.9124,-42.9124,-21.0661,-21.0661,1,1,0
1.148217,1788210119.557964,-44.1997,-42.9803,-42.9803,-21.2261,-21.2261,1,1,0
1.156286,1788210119.566016,-43.7678,-43.0198,-43.0198,-21.3861,-21.3861,1,1,0
1.164292,1788210119.574980,-44.1472,-43.0822,-43.0822,-21.5461,-21.5461,1,1,0
1.172828,1788210119.582458,-44.0679,-43.1280,-43.1280,-21.7061,-21.7061,1,1,0
1.181412,1788210119.591263,-43.8476,-43.1671,-43.1671,-21.8661,-21.8661,1,1,0
1.190411,1788210119.600154,-44.1567,-43.2213,-43.2213,-22.0261,-22.0261,1,1,0
1.198666,1788210119.608389,-43.3844,-43.2296,-43.2296,-22.1861,-22.1861,1,1,0
1.206727,1788210119.615468,-43.3058,-43.2329,-43.2329,-22.3461,-22.3461,1,1,0
1.215755,1788210119.624687,-43.4047,-43.2426,-43.2426,-22.5061,-22.5061,1,1,0
1.224177,1788210119.633402,-43.6329,-43.2634,-43.2634,-22.6661,-22.6661,1,1,0
1.232222,1788210119.641962,-43.0253,-43.2510,-43.2510,-22.8261,-22.8261,1,1,0
1.241224,1788210119.648963,-43.2886,-43.2526,-43.2526,-22.9861,-22.9861,1,1,0
1.249786,1788210119.657519,-43.0604,-43.2425,-43.2425,-23.1461,-23.1461,1,1,0
1.258786,1788210119.666522,-43.0840,-43.2339,-43.2339,-23.3061,-23.3061,1,1,0
1.266933,1788210119.674684,-42.6480,-43.2047,-43.2047,-23.4661,-23.4661,1,1,0
1.275158,1788210119.683104,-42.4850,-43.1678,-43.1678,-23.6261,-23.6261,1,1,0
1.283578,1788210119.691315,-42.2367,-43.1213,-43.1213,-23.7861,-23.7861,1,1,0
1.292421,1788210119.699494,-42.1397,-43.0725,-43.0725,-23.9461,-23.9461,1,1,0
1.300436,1788210119.708174,-41.8679,-43.0092,-43.0092,-24.1061,-24.1061,1,1,0
1.308963,1788210119.716171,-41.8006,-42.9506,-42.9506,-24.2661,-24.2661,1,1,0
1.317224,1788210119.724444,-41.5019,-42.8782,-42.8782,-24.4261,-24.4261,1,1,0
1.325781,1788210119.732972,-41.9201,-42.8290,-42.8290,-24.5861,-24.5861,1,1,0
1.334327,1788210119.741071,-40.9873,-42.7390,-42.7390,-24.7461,-24.7461,1,1,0
1.342978,1788210119.749071,-41.3424,-42.6716,-42.6716,-24.9061,-24.9061,1,1,0
1.351005,1788210119.757744,-41.4609,-42.6087,-42.6087,-25.0000,-25.0000,0,1,0
1.359675,1788210119.766426,-40.7197,-42.5105,-42.5105,-25.0000,-25.0000,0,1,0
1.367688,1788210119.774550,-40.1965,-42.3978,-42.3978,-25.0000,-25.0000,0,1,0
1.376865,1788210119.783437,-40.3564,-42.2898,-42.2898,-25.0000,-25.0000,0,1,0
1.384887,1788210119.790632,-39.7878,-42.1815,-42.1815,-25.0000,-25.0000,0,1,0
1.393495,1788210119.799731,-39.7633,-42.0504,-42.0504,-25.0000,-25.0000,0,1,0
1.402105,1788210119.808157,-39.3745,-41.9153,-41.9153,-25.0000,-25.0000,0,1,0
1.410955,1788210119.817007,-39.2645,-41.7749,-41.7749,-25.0000,-25.0000,0,1,0
1.419863,1788210119.824713,-38.7566,-41.6345,-41.6345,-25.0000,-25.0000,0,1,0
1.428386,1788210119.833604,-39.0271,-41.4953,-41.4953,-25.0000,-25.0000,0,1,0
1.436920,1788210119.841643,-38.5777,-41.3536,-41.3536,-25.0000,-25.0000,0,1,0
1.445385,1788210119.848663,-37.9502,-41.2080,-41.2080,-25.0000,-25.0000,0,1,0
1.453389,1788210119.858128,-37.7732,-41.0125,-41.0125,-25.0000,-25.0000,0,1,0
1.461565,1788210119.865132,-37.4923,-40.8617,-40.8617,-25.0000,-25.0000,0,1,0
1.470516,1788210119.874263,-37.2640,-40.6631,-40.6631,-25.0000,-25.0000,0,1,0
1.479051,1788210119.883259,-37.0813,-40.4679,-40.4679,-25.0000,-25.0000,0,1,0
1.487052,1788210119.890794,-36.5972,-40.2892,-40.2892,-25.0000,-25.0000,0,1,0
1.495072,1788210119.898795,-36.5845,-40.1079,-40.1079,-25.0000,-25.0000,0,1,0
1.503073,1788210119.907810,-35.8904,-39.8764,-39.8764,-25.0000,-25.0000,0,1,0
1.511646,1788210119.915824,-35.9123,-39.6814,-39.6814,-25.0000,-25.0000,0,1,0
1.520632,1788210119.924393,-35.2205,-39.4473,-39.4473,-25.0000,-25.0000,0,1,0
1.529526,1788210119.933372,-34.6780,-39.1851,-39.1851,-25.0000,-25.0000,0,1,0
1.538532,1788210119.942271,-34.7307,-38.9420,-38.9420,-25.0000,-25.0000,0,1,0
1.547061,1788210119.957807,-33.1449,-38.4107,-38.4107,-25.0000,-25.0000,0,1,0
1.555113,1788210119.965855,-33.5894,-38.1708,-38.1708,-25.0000,-25.0000,0,1,0
1.564077,1788210119.974822,-32.8397,-37.8763,-37.8763,-25.0000,-25.0000,0,1,0
1.572640,1788210119.982866,-32.4001,-37.6029,-37.6029,-25.0000,-25.0000,0,1,0
1.581367,1788210119.991114,-32.1540,-37.3238,-37.3238,-25.0000,-25.0000,0,1,0
1.589378,1788210120.000102,-32.4539,-37.0529,-37.0529,-25.0000,-25.0000,0,1,0
1.598487,1788210120.007116,-31.7928,-36.8213,-36.8213,-25.0000,-25.0000,0,1,0
1.607247,1788210120.017259,-30.9992,-36.4572,-36.4572,-25.0000,-25.0000,0,1,0
1.615885,1788210120.024625,-31.1651,-36.2123,-36.2123,-25.0000,-25.0000,0,1,0
1.624455,1788210120.032627,-30.3991,-35.9207,-35.9207,-25.0000,-25.0000,0,1,0
1.632844,1788210120.041215,-29.7014,-35.5865,-35.5865,-25.0000,-25.0000,0,1,0
1.642230,1788210120.049651,-29.7327,-35.2768,-35.2768,-25.0000,-25.0000,0,1,0
1.651104,1788210120.057865,-29.1892,-34.9623,-34.9623,-25.0000,-25.0000,0,1,0
1.659576,1788210120.066741,-28.5575,-34.6056,-34.6056,-25.0000,-25.0000,0,1,0
1.668539,1788210120.074394,-28.1005,-34.2902,-34.2902,-25.0000,-25.0000,0,1,0
1.678465,1788210120.082991,-28.0251,-33.9506,-33.9506,-25.0000,-25.0000,0,1,0
1.686516,1788210120.091226,-27.5607,-33.6175,-33.6175,-25.0000,-25.0000,0,1,0
1.696032,1788210120.099257,-27.3863,-33.2999,-33.2999,-25.0000,-25.0000,0,1,0
1.704056,1788210120.107775,-26.7087,-32.9442,-32.9442,-25.0000,-25.0000,0,1,0
1.712693,1788210120.115799,-26.2394,-32.6018,-32.6018,-25.0000,-25.0000,0,1,0
1.720796,1788210120.124436,-25.5513,-32.2151,-32.2151,-25.0000,-25.0000,0,1,0
1.729533,1788210120.132539,-25.2500,-31.8550,-31.8550,-25.0000,-25.0000,0,1,0
1.737963,1788210120.141276,-24.4352,-31.4424,-31.4424,-25.0000,-25.0000,0,1,0
1.746932,1788210120.149706,-24.3377,-31.0599,-31.0599,-25.0000,-25.0000,0,1,0
1.755922,1788210120.166672,-23.8740,-30.3229,-30.3229,-25.0000,-25.0000,0,1,0
1.764035,1788210120.173793,-23.2503,-29.9986,-29.9986,-25.0000,-25.0000,0,1,0
1.772036,1788210120.173793,-23.2503,-29.6525,-29.6525,-25.0000,-25.0000,0,1,0
1.780419,1788210120.191165,-22.2801,-28.8794,-28.8794,-25.0000,-25.0000,0,1,0
1.788440,1788210120.199171,-21.7433,-28.5134,-28.5134,-25.0000,-25.0000,0,1,0
1.796533,1788210120.207265,-21.3824,-28.1432,-28.1432,-25.0000,-25.0000,0,1,0
1.805521,1788210120.207265,-21.3824,-27.7958,-27.7958,-25.0000,-25.0000,0,1,0
1.813831,1788210120.224555,-20.3106,-27.0129,-27.0129,-25.0000,-25.0000,0,1,0
1.822814,1788210120.232562,-20.3979,-26.6730,-26.6730,-25.0000,-25.0000,0,1,0
1.831531,1788210120.241281,-19.3039,-26.2621,-26.2621,-25.0000,-25.0000,0,1,0
1.841032,1788210120.250879,-18.8880,-25.8116,-25.8116,-25.0000,-25.0000,0,1,0
1.849147,1788210120.257866,-18.3628,-25.4741,-25.4741,-25.0000,-25.0000,0,1,0
1.858036,1788210120.265880,-18.1066,-25.0933,-25.0933,-25.0000,-25.0000,0,1,0
1.866232,1788210120.273974,-17.4010,-24.6913,-24.6913,-24.8400,-24.8400,1,0,0
1.874703,1788210120.282965,-17.1526,-24.2559,-24.2559,-24.6800,-24.6800,1,0,0
1.882802,1788210120.291468,-16.5149,-23.8312,-23.8312,-24.5200,-24.5200,1,0,0
1.890806,1788210120.299527,-16.5678,-23.4521,-23.4521,-24.3600,-24.3600,1,0,0
1.898906,1788210120.307647,-15.6321,-23.0405,-23.0405,-24.2000,-24.2000,1,0,0
1.908385,1788210120.316644,-15.5004,-22.6029,-22.6029,-24.0400,-24.0400,1,0,0
1.916585,1788210120.324315,-14.6276,-22.2043,-22.2043,-23.8800,-23.8800,1,0,0
1.925012,1788210120.333244,-14.1425,-21.7388,-21.7388,-23.7200,-23.7200,1,0,0
1.933026,1788210120.341769,-14.2273,-21.3232,-21.3232,-23.5600,-23.5600,1,0,0
1.941433,1788210120.350275,-13.5281,-20.8926,-20.8926,-23.4000,-23.4000,1,0,0
1.949528,1788210120.357278,-12.7022,-20.5157,-20.5157,-23.2400,-23.2400,1,0,0
1.958622,1788210120.366282,-12.2892,-20.0349,-20.0349,-23.0800,-23.0800,1,0,0
1.967625,1788210120.374372,-12.1630,-19.6188,-19.6188,-22.9200,-22.9200,1,0,0
1.976357,1788210120.383370,-11.8193,-19.1627,-19.1627,-22.7600,-22.7600,1,0,0
1.985137,1788210120.391196,-11.0327,-18.7456,-18.7456,-22.6000,-22.6000,1,0,0
1.994004,1788210120.399807,-10.5093,-18.2826,-18.2826,-22.4400,-22.4400,1,0,0
2.002008,1788210120.408751,-10.1366,-17.8078,-17.8078,-22.2800,-22.2800,1,0,0
2.010202,1788210120.417342,-9.6526,-17.3499,-17.3499,-22.1200,-22.1200,1,0,0
2.018514,1788210120.425302,-8.9677,-16.9116,-16.9116,-21.9600,-21.9600,1,0,0
2.027041,1788210120.433259,-8.8167,-16.4881,-16.4881,-21.8000,-21.8000,1,0,0
2.035042,1788210120.441782,-8.4614,-16.0397,-16.0397,-21.6400,-21.6400,1,0,0
2.043289,1788210120.448785,-8.1535,-15.6736,-15.6736,-21.4800,-21.4800,1,0,0
2.051373,1788210120.458125,-7.0872,-15.1500,-15.1500,-21.3200,-21.3200,1,0,0
2.059476,1788210120.467104,-7.0220,-14.6723,-14.6723,-21.1600,-21.1600,1,0,0
2.067477,1788210120.474215,-6.6317,-14.2930,-14.2930,-21.0000,-21.0000,1,0,0
2.076276,1788210120.482224,-5.9453,-13.8518,-13.8518,-20.8400,-20.8400,1,0,0
2.085196,1788210120.492009,-5.5282,-13.3205,-13.3205,-20.6800,-20.6800,1,0,0
2.093902,1788210120.499023,-5.3824,-12.9503,-12.9503,-20.5200,-20.5200,1,0,0
2.102855,1788210120.507633,-4.4836,-12.4705,-12.4705,-20.3600,-20.3600,1,0,0
2.111699,1788210120.515637,-4.2670,-12.0363,-12.0363,-20.2000,-20.2000,1,0,0
2.120692,1788210120.525426,-3.7290,-11.5050,-11.5050,-20.0400,-20.0400,1,0,0
2.129010,1788210120.532435,-3.6985,-11.1406,-11.1406,-19.8800,-19.8800,1,0,0
2.137011,1788210120.540753,-2.6124,-10.6720,-10.6720,-19.7200,-19.7200,1,0,0
2.145205,1788210120.548754,-2.5966,-10.2441,-10.2441,-19.5600,-19.5600,1,0,0
2.153315,1788210120.558059,-2.1315,-9.7486,-9.7486,-19.4000,-19.4000,1,0,0
2.161452,1788210120.567050,-1.8259,-9.2801,-9.2801,-19.2400,-19.2400,1,0,0
2.169462,1788210120.574134,-1.0480,-8.8914,-8.8914,-19.0800,-19.0800,1,0,0
2.177905,1788210120.582794,-0.4638,-8.4098,-8.4098,-18.9200,-18.9200,1,0,0
2.185999,1788210120.591628,-0.6709,-7.9592,-7.9592,-18.7600,-18.7600,1,0,0
2.194901,1788210120.598727,0.1122,-7.5769,-7.5769,-18.6000,-18.6000,1,0,0
2.202937,1788210120.608639,0.7565,-7.0364,-7.0364,-18.4400,-18.4400,1,0,0
2.211117,1788210120.615782,0.6827,-6.6685,-6.6685,-18.2800,-18.2800,1,0,0
2.219194,1788210120.623855,1.0571,-6.2551,-6.2551,-18.1200,-18.1200,1,0,0
2.227471,1788210120.634402,1.9143,-5.6936,-5.6936,-17.9600,-17.9600,1,0,0
2.236024,1788210120.641191,2.1405,-5.3380,-5.3380,-17.8000,-17.8000,1,0,0
2.244122,1788210120.649869,2.6631,-4.8796,-4.8796,-17.6400,-17.6400,1,0,0
2.253219,1788210120.658864,3.4309,-4.3872,-4.3872,-17.4800,-17.4800,1,0,0
2.262217,1788210120.665958,3.1448,-4.0305,-4.0305,-17.3200,-17.3200,1,0,0
2.271021,1788210120.673960,3.6923,-3.6204,-3.6204,-17.1600,-17.1600,1,0,0
2.280019,1788210120.682764,4.1984,-3.1662,-3.1662,-17.0000,-17.0000,1,0,0
2.288131,1788210120.698872,5.2927,-2.3117,-2.3117,-16.8400,-16.8400,1,0,0
2.297112,1788210120.698872,5.2927,-1.9097,-1.9097,-16.6800,-16.6800,1,0,0
2.305346,1788210120.716083,5.6906,-1.0984,-1.0984,-16.5200,-16.5200,1,0,0
2.313963,1788210120.724703,5.9286,-0.7017,-0.7017,-16.3600,-16.3600,1,0,0
2.322096,1788210120.732835,5.8926,-0.3495,-0.3495,-16.2000,-16.2000,1,0,0
2.330102,1788210120.732835,5.8926,-0.0213,-0.0213,-16.0400,-16.0400,1,0,0
2.338636,1788210120.749378,7.1183,0.7108,0.7108,-15.8800,-15.8800,1,0,0
2.347635,1788210120.757379,7.0949,1.0451,1.0451,-15.7200,-15.7200,1,0,0
2.355651,1788210120.765394,7.2798,1.3720,1.3720,-15.5600,-15.5600,1,0,0
2.363741,1788210120.774467,7.6237,1.7404,1.7404,-15.4000,-15.4000,1,0,0
2.372248,1788210120.782971,7.9281,2.0832,2.0832,-15.2400,-15.2400,1,0,0
2.380330,1788210120.791088,8.6637,2.4320,2.4320,-15.0800,-15.0800,1,0,0
2.389261,1788210120.800005,8.9063,2.8070,2.8070,-14.9200,-14.9200,1,0,0
